id,slug,sources,verdict_mini,confidence_mini,verdict_4o,confidence_4o,final_verdict,unsupported_count,contradicted_count,reasoning,wiki_url,ol_id
1156,assassination-classroom-vol-4,Wikipedia,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,3,0,"The source provides a general overview of the series but lacks specific details about Volume 4, including plot points and themes mentioned in the AI description.",https://en.wikipedia.org/wiki/Assassination_Classroom,
1158,assassination-classroom-vol-6,Wikipedia,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,3,0,"The source provides a general overview of the series but lacks specific details about Volume 6, including plot developments and thematic elements mentioned in the AI description.",https://en.wikipedia.org/wiki/Assassination_Classroom,
1162,cold,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1160,assassination-classroom-vol-8,Wikipedia,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,2,0,"The source confirms the general premise and themes of the series but does not provide specific details about Volume 8, leading to multiple claims being unverified.",https://en.wikipedia.org/wiki/Assassination_Classroom,
1164,doctor-sleep,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1163,cujo,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main plot and details of 'Cujo' as confirmed by the source. While some thematic elements are not explicitly mentioned in the source, they are reasonable interpretations of the novel's content.",https://en.wikipedia.org/wiki/Cujo,OL81610W
1167,how-the-garcia-girls-lost-their-accents,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,0,0,The AI-written description accurately reflects the major themes and plot elements of the novel as confirmed by the source text.,https://en.wikipedia.org/wiki/How_the_Garc%C3%ADa_Girls_Lost_Their_Accents,OL116088W
1165,foul-is-fair,OpenLibrary,VERIFIED,high,,,VERIFIED,0,0,"The AI-written description accurately reflects the themes and plot elements of the book as described in the source, with no contradictions or unsupported claims.",,OL20647981W
1159,assassination-classroom-vol-7,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and characters of the series as described in the source. The only claim not explicitly covered in the source is the specific mention of humor and mentorship, which is a common interpretation but not directly stated.",https://en.wikipedia.org/wiki/Assassination_Classroom,
1168,keeping-you-a-secret,Wikipedia|OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,2,"The AI description incorrectly names the protagonist as Hannah instead of Holland and the classmate as Zoe instead of CeCe, which are significant character details that contradict the source.",https://en.wikipedia.org/wiki/Keeping_You_a_Secret,OL476866W
1169,last-sacrifice,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,1,1,"The AI description incorrectly states that Rose is uncovering the truth behind the murder of her mentor, while the source specifies that she is framed for the murder of the Moroi Queen. This contradiction affects the overall accuracy of the description.",https://en.wikipedia.org/wiki/Last_Sacrifice,
1166,frostbite,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,2,0,"All major claims in the AI-written description are supported by the source text, with no contradictions. There are a couple of claims about themes and significance that are not explicitly covered in the source.",https://en.wikipedia.org/wiki/Frostbite_(Mead_novel),OL8488889W
1171,lightbringer,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1170,leah-on-the-offbeat,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and character focus of the book as described in the source. There are no contradictions, and the claims are well-supported, with only one minor detail not explicitly mentioned in the source.",https://en.wikipedia.org/wiki/Leah_on_the_Offbeat,
1175,rage-and-ruin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL21292693W
1176,rainbow-road,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1174,pet-sematary,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and plot elements of 'Pet Sematary' as described in the source. There are no contradictions, and the claims are well-supported, with only one claim not explicitly mentioned in the source.",https://en.wikipedia.org/wiki/Pet_Sematary,
1172,needful-things,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately captures the main elements of the plot and themes of 'Needful Things' as described in the source. While it includes additional thematic interpretations not explicitly stated in the source, these interpretations do not contradict the source material.",https://en.wikipedia.org/wiki/Needful_Things,
1178,rose-madder,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1173,not-even-bones,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,3,2,"The AI description introduces elements about Nita becoming a target and her secret being revealed, which are not mentioned in the source. Additionally, the themes and significance described by the AI are not covered in the source text.",,OL19749581W
1181,stitches-a-memior,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1182,the-berlin-boxing-club,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1177,revealed,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,3,1,"The source describes a podcast titled 'Reveal', which is unrelated to the book 'Revealed' by P.C. Cast, leading to a direct contradiction regarding the work being discussed.",https://en.wikipedia.org/wiki/Reveal_(podcast),
1184,the-dead-zone,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1180,spirit-bound,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,2,2,"While the AI description captures some key elements of the book, it introduces a villain and broader societal conflicts that are not mentioned in the source, leading to contradictions.",,OL14950984W
1179,snapdragon,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,2,2,"The AI description includes themes and elements that are not mentioned in the source, particularly regarding identity, acceptance, and LGBTQ+ representation, leading to contradictions.",,OL20660037W
1183,the-best-laid-plans,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL20683059W
1185,the-fever-king,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL20139830W
1187,the-league-of-super-feminists,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1188,the-midnight-lie,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1186,the-girl-who-loved-tom-gordon,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main plot points and themes of the novel as confirmed by the source. There are no contradictions, and only one claim is not explicitly mentioned in the source.",https://en.wikipedia.org/wiki/The_Girl_Who_Loved_Tom_Gordon,OL81612W
1193,turtles-all-the-way-down,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1189,the-stand,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main themes and plot points of 'The Stand' as confirmed by the source. While it includes additional thematic interpretations not explicitly stated in the source, these do not contradict the information provided.",https://en.wikipedia.org/wiki/The_Stand,
1192,this-day-in-june,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,0,0,"The AI-written description accurately reflects the content and themes of the book as confirmed by the source text, with no contradictions or unsupported claims.",https://en.wikipedia.org/wiki/This_Day_in_June,OL17598813W
1197,it-feels-good-to-be-yourself-a-book-about-gender-identity,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1199,trans-love-sex-romance-and-being-you,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1194,winterkeep,OpenLibrary,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,4,0,The source provides a plot summary but does not explicitly mention the themes or deeper narrative elements described by the AI. The claims about themes and character struggles are not directly supported or contradicted by the source.,,OL15631967W
1202,lgbtq-rights,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL26356672W
1198,camp,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1203,sissy-a-coming-of-gender-story,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1204,spin-with-me,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1205,striving-for-equality-lgbtq-athletes-claim-the-field,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1201,black-lives-matter,OpenLibrary,VERIFIED,high,,,VERIFIED,2,0,"The AI description aligns well with the source text, confirming the main themes and focus of the book. While some details about key events and figures are not explicitly mentioned in the source, they are implied within the broader context of the movement discussed.",,OL19744579W
1210,kiss-and-tell,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL25448092W
1211,daughters-unto-devils,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1212,plan-a,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1215,heartstopper-vol-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1216,heartstopper-vol-4,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1213,how-it-all-blew-up,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL21320301W
1209,squad,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,3,1,"The AI description misrepresents the nature of the girls' powers, stating they combat predatory behavior, while the source indicates they are werewolves who prey on boys. This contradiction affects the overall interpretation of the book's themes.",,OL24203918W
1217,a-sin-such-as-this,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1218,margo-zimmerman-gets-the-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1214,pride-championing-lgbtq-rights,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,0,1,"The source describes a different work, focusing on Prince Felix of Schwarzenberg, which is unrelated to the themes of LGBTQ rights presented in the AI description.",https://en.wikipedia.org/wiki/Prince_Felix_of_Schwarzenberg,
1220,a-lesson-in-vengeance,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1222,the-abcs-of-lgbt,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL17606280W
1223,the-art-of-being-normal,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1224,annexed,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1219,the-crown-of-gilded-bones,OpenLibrary,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and plot elements found in the source text, with no contradictions. The only claim not explicitly covered in the source is the emphasis on character development and lore expansion.",,OL24138344W
1225,antisocial,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL20218974W
1226,at-the-edge-of-the-universe,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1229,between-perfect-and-real,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1228,be-not-far-from-me,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL21917154W
1230,bronxwood,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1221,lizard-radio,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,1,"The AI's description claims Kivali is a transgender teen, which is not explicitly stated in the source. Additionally, the AI describes the society as dystopian and repressive, which is not mentioned in the source text.",,OL17827358W
1227,awakened,Wikipedia|OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,1,"The AI description incorrectly states that 'Awakened' is the eleventh book in the series, while the source confirms it is the eighth. This contradiction is significant enough to warrant a 'CONTRADICTED' verdict.",https://en.wikipedia.org/wiki/Awakened_(novel),OL15550516W
1233,dear-evan-hansen,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1232,clockwork-angel,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,1,0,"The AI-written description accurately reflects the main plot points and themes of the book as confirmed by the source texts. There are no contradictions, and only one claim is not explicitly mentioned in the source.",https://en.wikipedia.org/wiki/Clockwork_Angel,OL15370343W
1236,everything-i-never-told-you,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,0,0,The AI-written description accurately reflects the main themes and plot elements of the novel as confirmed by the source texts.,https://en.wikipedia.org/wiki/Everything_I_Never_Told_You,OL17295077W
1231,change-of-heart,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,2,"The AI description introduces elements like spiritual transformation and family emotional turmoil that are not supported by the source, leading to contradictions.",,OL891938W
1235,eon-dragoneye-reborn,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,3,1,"The AI description incorrectly states that Eon is a young crippled boy, while the source confirms that Eon is actually a girl disguised as a boy. Other claims about themes and plot details are not covered in the source.",https://en.wikipedia.org/wiki/The_Two_Pearls_of_Wisdom,
1237,girls-like-us-2015,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1234,destined,Wikipedia,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,3,0,The source confirms the book's position in the series and authorship but does not cover thematic elements or specific plot details mentioned in the AI description.,https://en.wikipedia.org/wiki/Destined_(Cast_novel),
1238,hades,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1243,safe-haven,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
1239,hey-kiddo-how-i-lost-my-mother-found-my-father-and-dealt-with-family-addiction,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and content of the book as confirmed by the source. The only claim not explicitly covered in the source is the specific mention of connecting with his estranged father, which is not contradicted but not detailed in the source either.",https://en.wikipedia.org/wiki/Hey%2C_Kiddo,
